level,residual_drop,scale_drop,coefficient_bits,coefficients,cases,mae,mred,rmse,mae_change_pct,mred_change_pct,rmse_change_pct,cost_proxy,within_10pct
1,16,12,7,83 42,250000,0.011579182598186006,0.010909911726090413,0.01606325679759882,-2.41927864379472,-1.215931783990143,-17.17540814454608,175,yes
1,16,12,8,166 84,250000,0.011579182598186006,0.010909911726090413,0.01606325679759882,-2.41927864379472,-1.215931783990143,-17.17540814454608,188,yes
1,16,14,7,83 42,250000,0.011579182598186006,0.010909911726090413,0.01606325679759882,-2.41927864379472,-1.215931783990143,-17.17540814454608,161,yes
1,16,14,8,166 84,250000,0.011579182598186006,0.010909911726090413,0.01606325679759882,-2.41927864379472,-1.215931783990143,-17.17540814454608,172,yes
1,16,16,7,83 42,250000,0.011410847332303475,0.01078233655135932,0.016232578491446124,-3.8378828099540296,-2.3710643899825246,-16.30235977322989,147,yes
1,16,16,8,166 84,250000,0.011410847332303475,0.01078233655135932,0.016232578491446124,-3.8378828099540296,-2.3710643899825246,-16.30235977322989,156,yes
1,16,18,7,84 42,250000,0.013460520715961249,0.012861107963520895,0.01782767769299193,13.435236913822756,16.45122328200468,-8.077786014517363,133,no
1,16,18,8,167 85,250000,0.01261114418923164,0.012122056855193752,0.016970053174630906,6.277324558740993,9.759466562698194,-12.499828293583725,140,yes
1,16,20,7,86 43,250000,0.01992372465891367,0.019566580571570836,0.0260001143372458,67.90230293317808,77.16609249126829,34.060538613777425,119,no
1,16,20,8,171 86,250000,0.019728941442760065,0.01950491228574015,0.02578557422594233,66.26081515291557,76.60771545695238,32.95433721394738,124,no
1,18,8,7,83 42,250000,0.013886564552714484,0.01321387304918595,0.018785382740996972,17.025616853617386,19.645343561019168,-3.1397133236304997,179,no
1,18,8,8,166 84,250000,0.013886564552714484,0.01321387304918595,0.018785382740996972,17.025616853617386,19.645343561019168,-3.1397133236304997,196,no
1,18,10,7,83 42,250000,0.013886564552714484,0.01321387304918595,0.018785382740996972,17.025616853617386,19.645343561019168,-3.1397133236304997,165,no
1,18,10,8,166 84,250000,0.013886564552714484,0.01321387304918595,0.018785382740996972,17.025616853617386,19.645343561019168,-3.1397133236304997,180,no
1,18,12,7,83 42,250000,0.013886564552714484,0.01321387304918595,0.018785382740996972,17.025616853617386,19.645343561019168,-3.1397133236304997,151,no
1,18,12,8,166 84,250000,0.013886564552714484,0.01321387304918595,0.018785382740996972,17.025616853617386,19.645343561019168,-3.1397133236304997,164,no
1,18,14,7,83 42,250000,0.013886564552714484,0.01321387304918595,0.018785382740996972,17.025616853617386,19.645343561019168,-3.1397133236304997,137,no
1,18,14,8,166 84,250000,0.013886564552714484,0.01321387304918595,0.018785382740996972,17.025616853617386,19.645343561019168,-3.1397133236304997,148,no
1,18,16,7,83 42,250000,0.013886564552714484,0.01321387304918595,0.018785382740996972,17.025616853617386,19.645343561019168,-3.1397133236304997,123,no
1,18,16,8,166 84,250000,0.013886564552714484,0.01321387304918595,0.018785382740996972,17.025616853617386,19.645343561019168,-3.1397133236304997,132,no
1,18,18,7,83 42,250000,0.014655905390519437,0.014235160070692454,0.02021135810370562,23.50904807039045,28.892612405491946,4.212832234249841,109,no
1,18,18,8,167 85,250000,0.014764625657738114,0.014131773928539206,0.01954916376489489,24.425261456894944,27.95649999913461,0.7984576443354596,116,no
1,18,20,7,85 43,250000,0.021051509238122552,0.02070174872129782,0.027742443091749797,77.40643086625407,87.44450085557285,43.04425030986303,95,no
1,18,20,8,171 86,250000,0.021017166997048115,0.020573242712187956,0.027526424743624482,77.11702005261363,86.28093998644886,41.93042689645392,100,no
1,20,8,7,82 42,250000,0.032929389348200284,0.03163924169064076,0.0425836775661137,177.5043522433196,186.4783041274974,119.56790945686926,155,no
1,20,8,8,165 85,250000,0.03292062496286475,0.031640147036014914,0.04244140231660026,177.43049253551783,186.48650159980016,118.83431666055384,172,no
1,20,10,7,82 42,250000,0.032929389348200284,0.03163924169064076,0.0425836775661137,177.5043522433196,186.4783041274974,119.56790945686926,141,no
1,20,10,8,165 85,250000,0.03292062496286475,0.031640147036014914,0.04244140231660026,177.43049253551783,186.48650159980016,118.83431666055384,156,no
1,20,12,7,82 42,250000,0.032929389348200284,0.03163924169064076,0.0425836775661137,177.5043522433196,186.4783041274974,119.56790945686926,127,no
1,20,12,8,165 85,250000,0.03292062496286475,0.031640147036014914,0.04244140231660026,177.43049253551783,186.48650159980016,118.83431666055384,140,no
1,20,14,7,82 42,250000,0.032929389348200284,0.03163924169064076,0.0425836775661137,177.5043522433196,186.4783041274974,119.56790945686926,113,no
1,20,14,8,165 85,250000,0.03292062496286475,0.031640147036014914,0.04244140231660026,177.43049253551783,186.48650159980016,118.83431666055384,124,no
1,20,16,7,82 42,250000,0.032929389348200284,0.03163924169064076,0.0425836775661137,177.5043522433196,186.4783041274974,119.56790945686926,99,no
1,20,16,8,165 85,250000,0.03292062496286475,0.031640147036014914,0.04244140231660026,177.43049253551783,186.48650159980016,118.83431666055384,108,no
1,20,18,7,82 42,250000,0.032929389348200284,0.03163924169064076,0.0425836775661137,177.5043522433196,186.4783041274974,119.56790945686926,85,no
1,20,18,8,165 85,250000,0.03292062496286475,0.031640147036014914,0.04244140231660026,177.43049253551783,186.48650159980016,118.83431666055384,92,no
1,20,20,7,84 43,250000,0.03576726409601769,0.03487639591335611,0.046032812451265614,201.41984564386098,215.7891978900679,137.3521728049979,71,no
1,20,20,8,169 86,250000,0.03576540616961998,0.03486640418885774,0.046030751694342086,201.40418842483209,215.69872757103843,137.3415472292971,76,no
2,0,0,7,baseline,250000,0.008034910176084691,0.008354478942548304,0.00946019811297527,0.0,0.0,0.0,,yes
2,6,8,7,102 68 49 36,250000,0.007503417934812645,0.007758465798414639,0.008430938054916943,-6.614787590955196,-7.134055256255955,-10.879899614857214,323,yes
2,6,8,8,203 136 97 73,250000,0.0031518045678716054,0.0029498252620061027,0.004327310306409167,-60.773617889933405,-64.69169074108241,-54.25772003152891,340,yes
2,6,10,7,102 68 49 36,250000,0.0074938508074557705,0.007750810791297331,0.008423044669339097,-6.733857090765538,-7.225682839136349,-10.963337461333388,309,yes
2,6,10,8,203 136 97 73,250000,0.0031468690876548977,0.0029449729016448874,0.00432726811902312,-60.83504334595653,-64.74977168657983,-54.258165977644865,324,yes
2,6,12,7,102 68 49 36,250000,0.0074561047463272,0.007720660031635262,0.008392373703688982,-7.203632860517373,-7.586576197889283,-11.287548067536745,295,yes
2,6,12,8,203 136 97 73,250000,0.0031284257903823965,0.0029268793750468567,0.0043288944905189855,-61.06458290356598,-64.96634445817284,-54.2409742499829,308,yes
2,6,14,7,102 68 49 36,250000,0.007313287694798602,0.007607518014461377,0.00828408103013441,-8.98108958870436,-8.940843985885804,-12.432266944047822,281,yes
2,6,14,8,203 136 97 73,250000,0.003077451604855494,0.0028779343173169557,0.004364567078642029,-61.69899180683689,-65.55219856189953,-53.863893477497626,292,yes
2,6,16,7,102 68 49 37,250000,0.006748327831278243,0.0070820007455044244,0.007906477595890677,-16.012404826078384,-15.231089883575011,-16.423762996607483,267,yes
2,6,16,8,204 136 97 73,250000,0.0034914338806497918,0.003236368209901636,0.004779677809653099,-56.54669680014863,-61.26187842285146,-49.47592267547268,276,yes
2,6,18,7,102 68 49 37,250000,0.007059033989701718,0.0069829040712312135,0.008875028816506678,-12.145452344789065,-16.417240150451907,-6.185592410226526,253,yes
2,6,18,8,205 137 98 73,250000,0.005427166309005298,0.005286821877992323,0.00698006271261972,-32.455171370068925,-36.71871203041511,-26.216527082597608,260,yes
2,6,20,7,105 70 50 37,250000,0.01712736232385911,0.016684801327032924,0.021647818602606075,113.16183937982807,99.71085500089471,128.83049957394343,239,no
2,6,20,8,210 140 100 75,250000,0.01712973695459384,0.01656695166800354,0.021644859984840288,113.19139329745367,98.30023849399096,128.79922519966019,244,no
2,8,8,7,102 68 49 36,250000,0.007504570000945609,0.007759385869871222,0.008432215002264282,-6.600449333181091,-7.1230423437462775,-10.866401511201362,299,yes
2,8,8,8,203 136 97 73,250000,0.0031521186601225996,0.0029499862788472616,0.004327378665373467,-60.76970879519419,-64.68976342948984,-54.25699743604535,316,yes
2,8,10,7,102 68 49 36,250000,0.007494989362717076,0.007751728132276637,0.008424316125863677,-6.719686985109674,-7.214702609422274,-10.949897398985907,285,yes
2,8,10,8,203 136 97 73,250000,0.0031471776012140904,0.002945141610577444,0.004327323946170803,-60.83120368188521,-64.74775230351936,-54.257575851021556,300,yes
2,8,12,7,102 68 49 36,250000,0.007457189064718086,0.00772153462385442,0.00839358281060555,-7.190137770129013,-7.576107654905662,-11.274767078152282,271,yes
2,8,12,8,203 136 97 73,250000,0.0031286768487189783,0.00292702102112481,0.004328912029288783,-61.06145830937537,-64.96464900739815,-54.24078885460758,284,yes
2,8,14,7,102 68 49 36,250000,0.007314027981476556,0.007608146270949596,0.008284878470760097,-8.97187621031268,-8.933323989814967,-12.42383751565569,257,yes
2,8,14,8,203 136 97 73,250000,0.0030775228346081487,0.002877890208433718,0.004363994684189113,-61.698105303427475,-65.55272652879658,-53.86994403210632,268,yes
2,8,16,7,102 68 49 37,250000,0.006747866323024965,0.007081607203229917,0.00790610560099365,-16.01814861466051,-15.23580043796403,-16.427695207038852,243,yes
2,8,16,8,204 136 97 73,250000,0.003490988827594505,0.0032359546271024517,0.004779037287340215,-56.5522357924402,-61.26682885485359,-49.482693382652755,252,yes
2,8,18,7,102 68 49 37,250000,0.007059033989701718,0.0069829040712312135,0.008875028816506678,-12.145452344789065,-16.417240150451907,-6.185592410226526,229,yes
2,8,18,8,205 137 98 73,250000,0.005427166309005298,0.005286821877992323,0.00698006271261972,-32.455171370068925,-36.71871203041511,-26.216527082597608,236,yes
2,8,20,7,105 70 50 37,250000,0.01712736232385911,0.016684801327032924,0.021647818602606075,113.16183937982807,99.71085500089471,128.83049957394343,215,no
2,8,20,8,210 140 100 75,250000,0.01712973695459384,0.01656695166800354,0.021644859984840288,113.19139329745367,98.30023849399096,128.79922519966019,220,no
2,10,8,7,102 68 49 36,250000,0.007509266902417955,0.007763169036450347,0.008437426270562575,-6.541993154214387,-7.077759249430738,-10.811315262096855,275,yes
2,10,8,8,203 136 97 73,250000,0.003153515800908857,0.002950866214732307,0.0043277245508603224,-60.752320414295845,-64.67923092481665,-54.253341217827455,292,yes
2,10,10,7,102 68 49 36,250000,0.007499718825142399,0.007755529986438401,0.008429542442634653,-6.660825562621097,-7.169195831705688,-10.894652078448608,261,yes
2,10,10,8,203 136 97 73,250000,0.0031485436189761097,0.002945986784130509,0.004327692748661413,-60.81420264849364,-64.73763589100726,-54.25367738625151,276,yes
2,10,12,7,102 68 49 36,250000,0.007461824387031323,0.007725270210372089,0.00839869263541034,-7.1324479862776125,-7.531394076197073,-11.22075314796005,247,yes
2,10,12,8,203 136 97 73,250000,0.003129910189313747,0.0029277821908248436,0.004329021872133264,-61.04610853485717,-64.95553808970635,-54.23962774948939,260,yes
2,10,14,7,102 68 49 36,250000,0.007318327946405923,0.00761162033309419,0.00828973583726049,-8.918360180448836,-8.891740760406119,-12.372492222011877,233,yes
2,10,14,8,203 136 97 73,250000,0.0030785256963663105,0.002878627929387613,0.004363865426052732,-61.68562399702597,-65.54389628385888,-53.87131036857029,244,yes
2,10,16,7,102 68 49 37,250000,0.006749492037968915,0.007081856807128638,0.007907424206881222,-15.997915470688495,-15.23281277230064,-16.413756747486275,219,yes
2,10,16,8,204 136 97 73,250000,0.003493602579024924,0.00323825224831139,0.004782685563533172,-56.51970585280006,-61.239327185093714,-49.44412890282487,228,yes
2,10,18,7,102 68 49 37,250000,0.007055509761430441,0.006979564736341009,0.008870178891060483,-12.189313796803381,-16.457210744826124,-6.236859047439358,205,yes
2,10,18,8,205 137 98 73,250000,0.005429738106133051,0.00528940428669219,0.006982671331723535,-32.42316358066753,-36.687801560502784,-26.188952405274122,212,yes
2,10,20,7,105 70 50 37,250000,0.01712841885736659,0.01668610865742413,0.021649101673190216,113.17498866817513,99.7265032585562,128.84406240390553,191,no
2,10,20,8,210 140 100 75,250000,0.01713007473810133,0.016567190223132962,0.0216455419240392,113.1955972462233,98.30309391000269,128.80643370830626,196,no
2,12,8,7,102 68 49 36,250000,0.0075249602430075575,0.007775562691936975,0.008456594095943737,-6.346678704572972,-6.929411811225961,-10.60869978668867,251,yes
2,12,8,8,203 136 97 73,250000,0.00315870846154961,0.002953254541533773,0.004331990352111126,-60.68769417048034,-64.6506435429118,-54.2082491256761,268,yes
2,12,10,7,102 68 49 36,250000,0.007518665700764613,0.007770540469955996,0.00845142889564448,-6.425018625057454,-6.989525937020236,-10.663299069257315,237,yes
2,12,10,8,203 136 97 73,250000,0.003155465581648221,0.0029501021278815335,0.004332120639141251,-60.72805404794408,-64.68837675971584,-54.20687191318467,252,yes
2,12,12,7,102 68 49 36,250000,0.007480718641942198,0.007740259446399417,0.008420576942413346,-6.897295949766846,-7.351978506053136,-10.989422823355211,223,yes
2,12,12,8,203 136 97 73,250000,0.0031367546716484585,0.0029319789889491214,0.004333300957785328,-60.960924230556124,-64.9053039799176,-54.19439523320418,236,yes
2,12,14,7,102 68 49 36,250000,0.00733629557680488,0.007625800750315384,0.008310205311006916,-8.694740625218,-8.722006449999576,-12.156117538289868,209,yes
2,12,14,8,203 136 97 73,250000,0.003084027111688594,0.0028821163645568943,0.0043648744352666365,-61.61715508820534,-65.50214101470002,-53.860644532592495,220,yes
2,12,16,7,102 68 49 37,250000,0.006756193780221669,0.0070822476243582195,0.007914083582136827,-15.914507665176213,-15.228134835684015,-16.34336313441308,195,yes
2,12,16,8,204 136 97 73,250000,0.0035063319356849593,0.003248211585633407,0.004800839962521527,-56.36128022785751,-61.120117628273896,-49.252225955639695,204,yes
2,12,18,7,102 68 49 37,250000,0.007044026779460661,0.006968898872376509,0.008854687845432958,-12.332227428917875,-16.58487716229926,-6.400608743191272,181,yes
2,12,18,8,205 137 98 73,250000,0.005439731132883369,0.005298111757470299,0.006993956487941597,-32.29879346910036,-36.583576379758576,-26.069661497374607,188,yes
2,12,20,7,105 70 50 37,250000,0.017124482836433818,0.01668212075597362,0.0216372667293269,113.12600217241457,99.67876956411597,128.71895990898966,167,no
2,12,20,8,210 140 100 75,250000,0.01712576957654355,0.016562249686610197,0.021633402454184644,113.14201654073402,98.24395752870663,128.67811218998727,172,no
2,14,8,7,102 68 49 36,250000,0.007587776745748219,0.007822029667056897,0.008545702683779669,-5.564883994189895,-6.37321943298833,-9.666768267160396,227,yes
2,14,8,8,203 136 97 73,250000,0.0032036485098285447,0.002983152413675147,0.00439043970078887,-60.12838426789182,-64.29277715355377,-53.59040425625865,244,yes
2,14,10,7,102 68 49 36,250000,0.007587776745748219,0.007822029667056897,0.008545702683779669,-5.564883994189895,-6.37321943298833,-9.666768267160396,213,yes
2,14,10,8,203 136 97 73,250000,0.0032036485098285447,0.002983152413675147,0.00439043970078887,-60.12838426789182,-64.29277715355377,-53.59040425625865,228,yes
2,14,12,7,102 68 49 36,250000,0.007562227017593117,0.007801673960917351,0.008524378870120246,-5.882867986483287,-6.616869650787994,-9.89217383906038,199,yes
2,14,12,8,203 136 97 73,250000,0.0031909546423612247,0.0029712066366756936,0.004389298051404307,-60.286368205348914,-64.43576365315,-53.60247217884262,212,yes
2,14,14,7,102 68 49 36,250000,0.007416361966050572,0.007686302911101188,0.008409530358514387,-7.698259177497491,-7.997818128958101,-11.106191877946237,185,yes
2,14,14,8,203 136 97 73,250000,0.003134736525505162,0.002919945328308612,0.004409493068166811,-60.98604145152151,-65.04934241395115,-53.38899867098017,196,yes
2,14,16,7,102 68 49 37,250000,0.006799517062886073,0.007098959145280015,0.007959732808649884,-15.375319525981435,-15.02810415708974,-15.86082327670708,171,yes
2,14,16,8,204 136 97 73,250000,0.003578771117577828,0.003304861269548434,0.004900702484086676,-55.45972463724893,-60.44204201991349,-48.19661887032738,180,yes
2,14,18,7,102 68 49 37,250000,0.007003945899342557,0.0069258568760397,0.008804505269808253,-12.831061631662322,-17.100073820676144,-6.931068835310028,157,yes
2,14,18,8,205 137 98 73,250000,0.005486130399544853,0.005335172621428149,0.007050037126868178,-31.721322587103597,-36.13997164734247,-25.476855318721082,164,yes
2,14,20,7,105 70 50 37,250000,0.01711991160639914,0.01667699774137993,0.021610949164036063,113.06911006118372,99.61744898830362,128.44076737034987,143,no
2,14,20,8,210 140 100 75,250000,0.01712002451838388,0.016553452778962384,0.021606151218554585,113.07051532872579,98.1386618219569,128.39005019271593,148,no
2,16,8,7,101 68 49 36,250000,0.007530011582033479,0.007830872766450114,0.00896615884139995,-6.283811305744336,-6.267370828257512,-5.222293081766571,203,yes
2,16,8,8,203 136 97 73,250000,0.003731752361190481,0.003490738494632914,0.005058591332097909,-53.55576752683854,-58.217160894917996,-46.52763851573334,220,yes
2,16,10,7,101 68 49 36,250000,0.007530011582033479,0.007830872766450114,0.00896615884139995,-6.283811305744336,-6.267370828257512,-5.222293081766571,189,yes
2,16,10,8,203 136 97 73,250000,0.003731752361190481,0.003490738494632914,0.005058591332097909,-53.55576752683854,-58.217160894917996,-46.52763851573334,204,yes
2,16,12,7,101 68 49 36,250000,0.007530011582033479,0.007830872766450114,0.00896615884139995,-6.283811305744336,-6.267370828257512,-5.222293081766571,175,yes
2,16,12,8,203 136 97 73,250000,0.003731752361190481,0.003490738494632914,0.005058591332097909,-53.55576752683854,-58.217160894917996,-46.52763851573334,188,yes
2,16,14,7,101 68 49 36,250000,0.007557013780782841,0.007852192869566897,0.009024070591964299,-5.947750314922917,-6.012177137981967,-4.610130948661562,161,yes
2,16,14,8,203 136 97 73,250000,0.003703883345963538,0.0034720315914644425,0.005049182808840502,-53.9026166466942,-58.441075555510416,-46.62709228134215,172,yes
2,16,16,7,102 68 49 37,250000,0.007165686647924838,0.007345165733111277,0.008456697046806757,-10.818086439186736,-12.081103039194009,-10.60761153397143,147,yes
2,16,16,8,203 136 97 73,250000,0.003838120314496026,0.003657460415261406,0.005363023151035869,-52.23194497033826,-56.22156162684877,-43.309610570627065,156,yes
2,16,18,7,102 68 49 37,250000,0.007066102751412098,0.006980368508029886,0.008904843024552113,-12.057476728939376,-16.447589897201688,-5.87043824866047,133,yes
2,16,18,8,205 137 98 73,250000,0.005933581594647745,0.005754084671253389,0.00764680447469689,-26.152483791186533,-31.125750500745596,-19.168664510219855,140,yes
2,16,20,7,105 70 50 37,250000,0.017280596312990688,0.016835033690419967,0.021846136084213853,115.06894208257722,101.50908041291804,130.9268349703002,119,no
2,16,20,8,210 140 100 75,250000,0.01728433422497543,0.01670202980363686,0.021844811438122842,115.11546297581465,99.91707344638259,130.91283266215407,124,no
2,18,8,7,101 68 49 37,250000,0.010383020962243167,0.010227955085071806,0.012867104942866187,29.22385857090788,22.424811354567264,36.01306007765446,179,no
2,18,8,8,202 136 97 73,250000,0.00850100793397119,0.008150799988010984,0.011073488479396945,5.80090813303431,-2.437961193486382,17.05345223382737,196,no
2,18,10,7,101 68 49 37,250000,0.010383020962243167,0.010227955085071806,0.012867104942866187,29.22385857090788,22.424811354567264,36.01306007765446,165,no
2,18,10,8,202 136 97 73,250000,0.00850100793397119,0.008150799988010984,0.011073488479396945,5.80090813303431,-2.437961193486382,17.05345223382737,180,no
2,18,12,7,101 68 49 37,250000,0.010383020962243167,0.010227955085071806,0.012867104942866187,29.22385857090788,22.424811354567264,36.01306007765446,151,no
2,18,12,8,202 136 97 73,250000,0.00850100793397119,0.008150799988010984,0.011073488479396945,5.80090813303431,-2.437961193486382,17.05345223382737,164,no
2,18,14,7,101 68 49 37,250000,0.010383020962243167,0.010227955085071806,0.012867104942866187,29.22385857090788,22.424811354567264,36.01306007765446,137,no
2,18,14,8,202 136 97 73,250000,0.00850100793397119,0.008150799988010984,0.011073488479396945,5.80090813303431,-2.437961193486382,17.05345223382737,148,no
2,18,16,7,101 68 49 37,250000,0.010229097974589487,0.010036009230846245,0.012766161771358763,27.308180806247616,20.127290999970327,34.94602987065516,123,no
2,18,16,8,203 136 97 73,250000,0.008588091404179087,0.008245012864256756,0.011176012733861809,6.884721994041687,-1.3102681692577,18.137195441321573,132,no
2,18,18,7,102 68 49 37,250000,0.009992754596460502,0.009717491552887522,0.012759446425465825,24.36672442466361,16.31475307691026,34.875044614186514,109,no
2,18,18,8,204 136 98 73,250000,0.009714282452032645,0.00950312552266735,0.012501117773237562,20.900946484087402,13.748871569585685,32.14435494846006,116,no
2,18,20,7,105 70 50 37,250000,0.01886292755052943,0.018293591220704897,0.02422118929254941,134.7621459001934,118.9674705808157,156.03257990261847,95,no
2,18,20,8,209 139 100 74,250000,0.018783992753356186,0.018351275001250014,0.024124902497554526,133.7797478964399,119.65792394052599,155.01477040386368,100,no
2,20,8,7,100 68 49 37,250000,0.03168377646193211,0.030457554602925232,0.04052424582194431,294.3264550266722,264.56557988085603,328.3657206540179,155,no
2,20,8,8,200 135 97 73,250000,0.03137526077835156,0.03017714997403226,0.04017890037513817,290.4867645158956,261.2092409539015,324.71521098517195,172,no
2,20,10,7,100 68 49 37,250000,0.03168377646193211,0.030457554602925232,0.04052424582194431,294.3264550266722,264.56557988085603,328.3657206540179,141,no
2,20,10,8,200 135 97 73,250000,0.03137526077835156,0.03017714997403226,0.04017890037513817,290.4867645158956,261.2092409539015,324.71521098517195,156,no
2,20,12,7,100 68 49 37,250000,0.03168377646193211,0.030457554602925232,0.04052424582194431,294.3264550266722,264.56557988085603,328.3657206540179,127,no
2,20,12,8,200 135 97 73,250000,0.03137526077835156,0.03017714997403226,0.04017890037513817,290.4867645158956,261.2092409539015,324.71521098517195,140,no
2,20,14,7,100 68 49 37,250000,0.03168377646193211,0.030457554602925232,0.04052424582194431,294.3264550266722,264.56557988085603,328.3657206540179,113,no
2,20,14,8,200 135 97 73,250000,0.03137526077835156,0.03017714997403226,0.04017890037513817,290.4867645158956,261.2092409539015,324.71521098517195,124,no
2,20,16,7,100 68 49 37,250000,0.03168377646193211,0.030457554602925232,0.04052424582194431,294.3264550266722,264.56557988085603,328.3657206540179,99,no
2,20,16,8,200 135 97 73,250000,0.03137526077835156,0.03017714997403226,0.04017890037513817,290.4867645158956,261.2092409539015,324.71521098517195,108,no
2,20,18,7,100 68 49 37,250000,0.031600951590609536,0.030340250753438255,0.040504577165598014,293.2956423665743,263.1614965108021,328.1578110932306,85,no
2,20,18,8,201 136 98 74,250000,0.031528491113524626,0.030292751001022432,0.04037321807381607,292.3938217426104,262.59294217315323,326.76926626347927,92,no
2,20,20,7,103 69 50 37,250000,0.03365491413515349,0.03252846705959713,0.04309713206426111,318.8586231533094,289.3536303495095,355.56268007908443,71,no
2,20,20,8,207 138 99 74,250000,0.0336176960816869,0.03258147689275952,0.04296869608161711,318.39541880315545,289.98813830059686,354.205034276003,76,no
3,0,0,7,baseline,250000,0.0034210968123662673,0.0032002901518256087,0.004599025777193779,0.0,0.0,0.0,,yes
3,6,8,7,114 91 74 62 52 45 39 34,250000,0.0033661172968758343,0.003162076522904725,0.004521051020582029,-1.6070727753654368,-1.1940676347450774,-1.6954624824766285,323,yes
3,6,8,8,227 182 149 124 105 90 78 68,250000,0.0014411132555315546,0.0014211006509252636,0.0017890551769901217,-57.87569500160444,-55.594631001986,-61.099257458788095,340,yes
3,6,10,7,114 91 74 62 52 45 39 34,250000,0.0033615835977430894,0.003159426128836986,0.004521206986469691,-1.7395945770390053,-1.276884940114309,-1.6920712014702022,309,yes
3,6,10,8,227 182 149 124 105 90 78 68,250000,0.0014307721727363578,0.0014117273242655545,0.0017809179300211002,-58.17796890270589,-55.88752090305833,-61.276191604479855,324,yes
3,6,12,7,114 91 74 62 52 45 39 34,250000,0.0033447458501254623,0.0031501547001385626,0.004523626393710765,-2.231768535892309,-1.566590818599567,-1.6394642503835044,295,yes
3,6,12,8,227 182 149 124 105 90 78 68,250000,0.0013920653375218436,0.0013767649956406194,0.0017525569828898172,-59.30938485897465,-56.979994615324415,-61.89286453708055,308,yes
3,6,14,7,114 91 74 62 52 45 39 34,250000,0.0033038476342516425,0.0031411836100132635,0.004561664622361294,-3.427239407280236,-1.8469119676110535,-0.8123710681891883,281,yes
3,6,14,8,227 182 149 124 105 90 78 68,250000,0.0012922504320803925,0.001289311864968062,0.001712094894319904,-62.227013646346286,-59.71265717164511,-62.77266148822098,292,yes
3,6,16,7,114 91 75 62 53 45 39 34,250000,0.003524108784819255,0.0034559147922856174,0.00474032441558386,3.0110803085323212,7.987545764067283,3.072360217913328,267,yes
3,6,16,8,228 182 149 124 105 90 78 68,250000,0.00185294051956541,0.0018756162452074623,0.0024053468525968014,-45.83782274539644,-41.39230644016715,-47.69877428118071,276,yes
3,6,18,7,115 92 75 62 53 45 39 34,250000,0.006000319934026415,0.006000323829343478,0.007284649895455799,75.3917022265201,87.49311920735022,58.39550044663431,253,no
3,6,18,8,229 183 150 125 106 90 78 69,250000,0.0051294479511446904,0.005122332980551253,0.0062058192385132565,49.93577301300658,60.058392756332225,34.93769200615151,260,no
3,6,20,7,118 94 77 64 54 46 40 35,250000,0.016894428021415855,0.016229373397125255,0.021395031096781238,393.83074925992815,407.1219366739979,365.2078969175946,239,no
3,6,20,8,236 188 153 127 108 92 80 70,250000,0.016852629790383013,0.016256596230179846,0.02133794950324551,392.6089705928716,407.9725730776709,363.9667298465425,244,no
3,8,8,7,114 91 74 62 52 45 39 34,250000,0.0033668988327535147,0.0031626603700498114,0.004521997392625278,-1.5842281755033327,-1.175824065650155,-1.674884819095357,299,yes
3,8,8,8,227 182 149 124 105 90 78 68,250000,0.0014418727651800865,0.0014216301692046192,0.0017901007045175252,-57.853494237048864,-55.578085056017535,-61.07652378478722,316,yes
3,8,10,7,114 91 74 62 52 45 39 34,250000,0.0033623261676854034,0.003159970477335583,0.004522115101073851,-1.7178889667321062,-1.2598755918123539,-1.6723253977249275,285,yes
3,8,10,8,227 182 149 124 105 90 78 68,250000,0.0014314750732516862,0.001412211965241435,0.0017819156366041292,-58.157422845289815,-55.87237724567451,-61.25449773644422,300,yes
3,8,12,7,114 91 74 62 52 45 39 34,250000,0.0033453620603895386,0.0031506023693946253,0.004524360032618255,-2.2137564684802213,-1.5526024227096702,-1.623512200035604,271,yes
3,8,12,8,227 182 149 124 105 90 78 68,250000,0.0013927584060712162,0.0013772532754110498,0.0017535246741649188,-59.28912619377502,-56.964737255920554,-61.87182331396108,284,yes
3,8,14,7,114 91 74 62 52 45 39 34,250000,0.00330436465921521,0.0031415698160485207,0.004562016813377619,-3.4121265650567056,-1.8348441232302282,-0.8047131198890889,257,yes
3,8,14,8,227 182 149 124 105 90 78 68,250000,0.0012927570383527627,0.0012897571260768429,0.001712822110532856,-62.21220534654783,-59.69874402353488,-62.75684909124425,268,yes
3,8,16,7,114 91 75 62 53 45 39 34,250000,0.0035252550178989685,0.003456947572899465,0.004741729597142327,3.044585150475698,8.019817232117088,3.1029141140327177,243,yes
3,8,16,8,228 182 149 124 105 90 78 68,250000,0.0018538470832866738,0.0018765326440442767,0.0024069539547259705,-45.8113235326882,-41.36367157291014,-47.66382987758247,252,yes
3,8,18,7,115 92 75 62 53 45 39 34,250000,0.006001488010546869,0.006001420321449147,0.007286294851982859,75.42584556079326,87.52738147900843,58.43126794624733,229,no
3,8,18,8,229 183 150 125 106 90 78 69,250000,0.0051298419091060955,0.005122667568412021,0.006206444022556101,49.947288558546866,60.068847679007796,34.95127714511601,236,no
3,8,20,7,118 94 77 64 54 46 40 35,250000,0.016894890233064216,0.016229722776278797,0.021395877861379774,393.8442598874757,407.13285378266517,365.2263087430454,215,no
3,8,20,8,236 188 153 127 108 92 80 70,250000,0.016852955283281377,0.016256830676950808,0.021338582094675606,392.6184848777988,407.97989887501546,363.9804847472702,220,no
