level,residual_drop,scale_drop,coefficient_bits,coefficients,cases,mae,mred,rmse,mae_change_pct,mred_change_pct,rmse_change_pct,cost_proxy,within_10pct
1,14,12,7,83 42,250000,0.01141357588917242,0.010760436386811907,0.015873656254456622,-3.8148885661656307,-2.5693599768679687,-18.153017342929324,199,yes
1,14,12,8,166 84,250000,0.01141357588917242,0.010760436386811907,0.015873656254456622,-3.8148885661656307,-2.5693599768679687,-18.153017342929324,212,yes
1,14,14,7,83 42,250000,0.011351978836665054,0.010705672518123906,0.015900896425963238,-4.333982618454479,-3.0652207937168163,-18.012562881201156,185,yes
1,14,14,8,166 84,250000,0.011351978836665054,0.010705672518123906,0.015900896425963238,-4.333982618454479,-3.0652207937168163,-18.012562881201156,196,yes
1,14,16,7,83 42,250000,0.011192390900314443,0.010576579248860343,0.016127052701215786,-5.678870810413761,-4.234099024570237,-16.846466775700186,171,yes
1,14,16,8,166 84,250000,0.011192390900314443,0.010576579248860343,0.016127052701215786,-5.678870810413761,-4.234099024570237,-16.846466775700186,180,yes
1,14,18,7,84 42,250000,0.013156348259072711,0.012582202401485516,0.017500379905691657,10.871898136824566,13.925865904452305,-9.76538311826226,157,no
1,14,18,8,167 85,250000,0.012416640309582191,0.011957586108947649,0.016838367722833716,4.638190818355281,8.270262082898494,-13.178818484416865,164,yes
1,14,20,7,86 43,250000,0.01979346785281787,0.019455146611870693,0.025822028790648165,66.80459564748638,76.15711091992577,33.14230248656136,143,no
1,14,20,8,171 86,250000,0.01968541939882306,0.019461082834629002,0.025752706633844134,65.89404380215247,76.21086059715734,32.78486691691449,148,no
1,16,8,7,83 42,250000,0.011579182598186006,0.010909911726090413,0.01606325679759882,-2.41927864379472,-1.215931783990143,-17.17540814454608,203,yes
1,16,8,8,166 84,250000,0.011579182598186006,0.010909911726090413,0.01606325679759882,-2.41927864379472,-1.215931783990143,-17.17540814454608,220,yes
1,16,10,7,83 42,250000,0.011579182598186006,0.010909911726090413,0.01606325679759882,-2.41927864379472,-1.215931783990143,-17.17540814454608,189,yes
1,16,10,8,166 84,250000,0.011579182598186006,0.010909911726090413,0.01606325679759882,-2.41927864379472,-1.215931783990143,-17.17540814454608,204,yes
