group,level,old_top,new_top,area_um2_change_pct,delay_ns_change_pct,power_mw_change_pct,adp_um2_ns_change_pct,div_mred_change_pct,div_rmse_change_pct,mul_mred_change_pct,mul_rmse_change_pct
mul_drop,0,absdm_l0_shared,unified_mul_drop_l0_shared,-0.6271230697167285,-2.340457896013448,6.927914909281729,-2.952903414327268,-0.9243368391643192,-1.2394392142003663,0.0,0.0
mul_drop,1,absdm_l1_shared,unified_mul_drop_l1_shared,-0.47430829857260104,-0.9576728101102661,6.720818616729396,-1.4274387870713556,-1.4522086824225178,-1.22191359310736,0.0,0.0
mul_drop,2,absdm_l2_shared,unified_mul_drop_l2_shared,-0.18321119152114873,-2.313043170433826,3.42478105521804,-2.4920166080020234,-14.792130802455361,-13.492450884424855,0.0,0.0
mul_drop,3,absdm_l3_shared,unified_mul_drop_l3_shared,1.9305017974209804,2.696958232212787,-2.8030743163639182,4.679524856782313,-37.90600607996498,-41.32042942080656,0.0,0.0
div_drop,0,absdm_l0_shared,unified_div_drop_l0_shared,-16.880062553958386,-7.113462669018233,-12.496916009727766,-22.792768274693863,0.0,0.0,3.5782870585192583,2.41378908063421
div_drop,1,absdm_l1_shared,unified_div_drop_l1_shared,-15.94861599053562,-7.344406269085068,-15.380441923192855,-22.1216911069795,0.0,0.0,3.7736558891155347,2.5858419584324333
div_drop,2,absdm_l2_shared,unified_div_drop_l2_shared,-27.731512078624377,-13.147954758659752,-4.757986647280066,-37.23334017529433,0.0,0.0,42.31793390323304,36.65939178379336
div_drop,3,absdm_l3_shared,unified_div_drop_l3_shared,-28.0255622240002,-20.48525562353317,-31.618045150649053,-42.76970978601457,0.0,0.0,303.05767213766836,285.7833503479661
