oadm,candidate,oadm_mred,candidate_mred,oadm_rmse,candidate_rmse
oadm_div_l0,input_div_b3_bias1,0.04276105238432493,0.032948409731570816,0.056344348959393324,0.04298135845754063
oadm_div_l1,input_div_b5_bias1,0.010796596485068427,0.008289644348229604,0.01616158943435105,0.01077002901524108
oadm_div_l2,input_div_b7_bias1,0.0036620854510558383,0.0020697013784056893,0.005316568232606285,0.00268856088010913
oadm_div_l3,input_div_b7_bias1,0.0027913450886907494,0.0020697013784056893,0.0034670108426050478,0.00268856088010913
oadm_mul_l0,input_mul_b3_bias1,0.0312292264245319,0.029347509991243182,0.08329089359170633,0.07782775880314596
oadm_mul_l1,input_mul_b5_bias1,0.007593492349391931,0.007324227003304337,0.020876270294561024,0.01946986569885008
oadm_mul_l2,input_mul_b7_bias1,0.001897913629639591,0.0018328392111825699,0.00524652132457828,0.004865602758426175
oadm_mul_l3,input_mul_b9_bias1,0.00047254994630988804,0.0004589097412412124,0.0013063888249086764,0.001217949767002181
