dataset,design,level,drop,retained_difference_fraction_bits,cases,mae,mred,rmse,mean_error,max_relative,author_normalizer_out_of_range_cases,equation27_normalized_rmse,equation27_mred
uniform_100k,pace_z_l3_d15,3,15,8,100000,0.006011900144527422,0.005664149800425341,0.009129243226088215,1.0504200523296254e-05,0.24025694182836646,5,0.009089736625041162,0.005652906860203556
uniform_100k,pace_z_l3_d16,3,16,7,100000,0.006420839854100905,0.006031241559758383,0.009350274824308743,-0.0013349769853897811,0.2394140222463604,5,0.009311943071084787,0.006020146147626413
uniform_100k,pace_z_l3_d17,3,17,6,100000,0.007748562647915016,0.00730073779738451,0.010514007708797412,-0.004032988612587129,0.23744414887066018,5,0.010480687273890316,0.007290134205624175
uniform_100k,pace_z_l3_d18,3,18,5,100000,0.011656078837973132,0.011208898598488882,0.014941455914938789,-0.009392357509071381,0.23744414887066018,46,0.014744845695527864,0.011121264856684718
uniform_100k,pace_z_l4_d0,4,0,23,100000,0.0038530492369118416,0.003802856911126312,0.005937653268606442,0.0018179546482018588,0.24037140393534576,5,0.005876461165530487,0.0037915186681182515
uniform_100k,pace_z_l4_d4,4,4,19,100000,0.0038529297731777637,0.003802717128117559,0.005937474651151477,0.0018174081111601947,0.24037128556708623,5,0.00587625577392771,0.003791362012223484
uniform_100k,pace_z_l4_d8,4,8,15,100000,0.0038508036588255187,0.0038002512041774737,0.0059342060132980875,0.0018075522655896315,0.24036465694455172,5,0.005872939641019502,0.003788886494731772
uniform_100k,pace_z_l4_d12,4,12,11,100000,0.0038247779455942896,0.003768622836608441,0.005885794567467922,0.001649172766273416,0.24025694182836646,5,0.0058240617749812235,0.003757275415147337
uniform_100k,pace_z_l4_d14,4,14,9,100000,0.0038059368102243683,0.0037327884093438656,0.005766619513658731,0.0011424026609114864,0.24025694182836646,5,0.0057036768665537025,0.003721471714404498
uniform_100k,pace_z_l4_d15,4,15,8,100000,0.003892804134534783,0.003797556092413528,0.005705538640932134,0.0004685922742537636,0.24025694182836646,5,0.005642109642208919,0.0037863131521917465
