fpd2d,candidate,candidate_mred,candidate_rmse,independent_both_errors_no_worse,area_um2_change_pct,delay_ns_change_pct,power_mw_change_pct,adp_um2_ns_change_pct
fpd2d_8x8_t17_milp,abs_l2_inherited_s5,0.0035682774016631436,0.005105117794749976,True,34.28961662974881,2.5291714506955776,64.84274824574689,37.686031274796974
fpd2d_8x8_t16_milp,abs_l2_inherited_s5,0.0035682774016631436,0.005105117794749976,True,22.06125737353255,-2.1268027099911824,40.26985463417987,19.465255243862956
fpd2d_8x8_t15_milp,abs_l3_inherited_s4,0.002577343025913345,0.0034298097640357533,True,26.70997354846549,0.7643174615633574,7.365401820956774,27.678440001838744
