level,residual_drop,variant,cases,mae,mred,rmse,mean_error,mae_change_pct,mred_change_pct,rmse_change_pct,cost_proxy,within_10pct
3,8,midpoint_bias,250000,0.000976893754462648,0.0004710239728968861,0.0013023881176909015,2.933540309277305e-07,0.021161793271629037,0.018101669510417473,0.010631248603298893,150,yes
3,8,round_nearest,250000,0.0009769763968830829,0.00047105219306969366,0.001302363692226582,-7.27348362597695e-08,0.029623297777670032,0.024093993203933017,0.008755612552913128,168,yes
3,10,floor,250000,0.0009986103159762305,0.0004808834812554651,0.0013172623380214828,-0.00018165281296125978,2.244654064381879,2.111687911745319,1.152825456601514,120,yes
3,10,midpoint_bias,250000,0.0009805058088413843,0.0004726766654798267,0.0013044598583216455,1.3916206324902305e-06,0.39098898662943693,0.3690374695979992,0.16972060564646174,126,yes
3,10,round_nearest,250000,0.0009803779330050902,0.000472600444404511,0.0013045249161685148,-7.27348362597695e-08,0.3778961711077944,0.3528525454774778,0.17471641008039995,140,yes
3,12,floor,250000,0.0012137578071863108,0.0005774425407790141,0.0015240073838924965,-0.0007263930473362597,24.272947243077535,22.6152172186344,17.028816848277263,96,no
3,12,midpoint_bias,250000,0.0010221405715972267,0.0004910297593359956,0.0013362406686754362,5.78468703874023e-06,4.65384492444556,4.26616736718437,2.610175076860477,102,yes
3,12,round_nearest,250000,0.0010197609400779324,0.000490525987371764,0.001337949823562356,-7.27348362597695e-08,4.410201735908004,4.159195496460089,2.7414214056779906,112,yes
3,14,floor,250000,0.0029923110127166373,0.0013809251824163304,0.00343858401351998,-0.0029053539848362597,206.37356679933916,193.22820756543462,164.049520355887,72,no
3,14,midpoint_bias,250000,0.0014166546390095198,0.0006686087082931175,0.001779854419855957,2.335695266374023e-05,45.04693289957746,41.97360986087331,36.67535939747957,78,no
3,14,round_nearest,250000,0.0014146782043819044,0.000667959561541719,0.0017795637920916623,-7.27348362597695e-08,44.84457180681842,41.83576883893869,36.65304203618713,84,no
3,16,floor,250000,0.011627668137767357,0.005369042229811724,0.012772267730889318,-0.01162119773483626,1090.5213548282202,1040.0723583272083,880.7848681137662,48,no
3,16,midpoint_bias,250000,0.004095294414653243,0.001902507255539094,0.0050388294820862545,9.364601516374024e-05,319.3046617074832,303.9819097554648,286.93267422539515,54,no
3,16,round_nearest,250000,0.004094585284914912,0.0019012792738614225,0.005039478819869927,-7.27348362597695e-08,319.23205608382557,303.72115785460034,286.9825369972959,56,no
3,18,floor,250000,0.046485107242171,0.021439238605181533,0.05081074888768439,-0.046484572734836256,4659.467865575903,4452.447582109287,3801.767070388471,24,no
3,18,midpoint_bias,250000,0.015896657632055826,0.007369135912438185,0.019516516146733314,0.00037480226516374034,1527.6101241559293,1464.7759505184104,1398.6769866028496,30,no
3,18,round_nearest,250000,0.01589645384316969,0.00736624782968999,0.01952162952137644,-7.27348362597695e-08,1527.5892588355618,1464.162689685501,1399.0696436141684,28,no
3,20,floor,250000,0.18743757273483624,0.08747492482337911,0.20453469803700333,-0.18743757273483624,19091.15943059907,18474.587341508435,15606.258361133136,12,no
3,20,midpoint_bias,250000,0.06347303857591216,0.029412374326912648,0.07792531165362232,-7.27348362589737e-08,6398.8101642681,6145.477969366207,5883.89950189374,18,no
3,20,round_nearest,250000,0.06346837477132979,0.029449322749545162,0.0779023935150355,0.001499427265163742,6398.332651590212,6153.323665772398,5882.139613673035,14,no
