candidate,reference,mred_change_pct,rmse_change_pct,area_change_pct,delay_change_pct,power_change_pct,adp_change_pct,both_errors_no_worse,strict_adp_win
stdm_tune_13_narrow,fpd2d_2x8_t17,-75.97129902709688,-75.5573732145694,172.50688535728776,68.7405373050245,200.2030070168963,359.8295825450745,True,False
stdm_tune_00_binary,fpd2d_2x8_t17,-52.30241102677734,-47.923274429766,140.55096283462393,72.30085795101114,265.3808246718315,314.4713727734749,True,False
stdm_tune_00_csd,fpd2d_2x8_t17,-52.30241102677734,-47.923274429766,158.4572987309442,67.89725713883314,289.79153496079255,333.94271544437555,True,False
stdm_tune_05_binary,fpd2d_2x8_t17,-66.97436366013577,-67.85508543753345,342.479334867837,84.53868995223172,732.0813912852269,716.545567874455,True,False
stdm_tune_05_csd,fpd2d_2x8_t17,-66.97436366013577,-67.85508543753345,321.0468283634408,87.49574545497225,630.9312799651315,689.444889554551,True,False
stdm_input_mask6,fpd2d_2x8_t17,-46.091117285167606,-48.7409002307997,169.25619638078763,78.3916059293687,199.492678789497,380.3304527880218,True,False
stdm_input_mask6_narrow,fpd2d_2x8_t17,-46.091117285167606,-48.7409002307997,141.76308418680503,59.61703226412216,149.5494186617244,285.8950600891894,True,False
stdm_input_effective17,fpd2d_2x8_t17,-46.091117285167606,-48.7409002307997,142.92010866170685,50.96710209734398,152.85996442468917,266.72944845829795,True,False
stdm_tune_00_midpoint,fpd2d_2x8_t17,-52.30241102677734,-47.923274429766,90.19283665235713,59.290752673027946,129.1116774191015,202.9596010337223,True,False
stdm_tune_04_midpoint,fpd2d_2x8_t17,-68.09323088195579,-63.250384188532834,126.22589396452213,62.57056676408111,195.95517353762304,267.7767179852327,True,False
stdm_tune_05_midpoint,fpd2d_2x8_t17,-66.97436366013577,-67.85508543753345,188.3746540884258,63.99715972442286,146.6437089421253,372.92624207014757,True,False
stdm_tune_00,fpd2d_4x8_t17,-29.294714440831793,-19.947460522413994,88.77192857289423,43.48704158342542,184.03815371121587,170.86325564922285,True,False
stdm_tune_01,fpd2d_4x8_t17,-19.972182446096586,-15.900272891941757,119.74937123678035,58.218973016227295,226.8694222124767,247.68519838045063,True,False
stdm_tune_02,fpd2d_4x8_t17,-47.752189093812746,-38.92622443821099,111.42856989298645,52.57181428719182,236.2455871066769,222.58040500719284,True,False
stdm_tune_03,fpd2d_4x8_t17,-39.791389148734226,-42.95939371415214,147.81954660209422,60.95708834368521,242.66549720425394,298.88312655725287,True,False
stdm_tune_04,fpd2d_4x8_t17,-52.70248936422621,-43.508351603904906,125.86465979840997,53.2146998143743,268.3894309834448,246.05786049689164,True,False
stdm_tune_05,fpd2d_4x8_t17,-51.04391860363724,-50.58671577680146,153.03257911822166,65.24172169207907,250.21949347659245,318.11539017682156,True,False
stdm_tune_06,fpd2d_4x8_t17,565.0709074244821,596.8505341498183,-28.02005047036974,-4.312939908439162,8.002192742023917,-31.124502439707534,False,False
stdm_tune_07,fpd2d_4x8_t17,480.11252027491497,494.3252789801731,-10.526316492986842,13.389547258346358,13.0639184299967,1.4538046439679375,False,False
stdm_tune_08,fpd2d_4x8_t17,503.3975457460871,496.9757460308151,-1.2531333733246997,11.906718997512279,20.149106457625244,10.504378554761761,False,False
stdm_tune_09,fpd2d_4x8_t17,494.9882574497225,516.0133306003016,2.65664129224481,15.092840073379321,26.672952527135173,18.150443987185973,False,False
stdm_tune_10,fpd2d_4x8_t17,67.99496270739587,99.5213329739973,57.39348215463471,47.160906463149765,190.0550378247999,131.62167505267627,False,False
stdm_tune_11,fpd2d_4x8_t17,50.66614825624862,56.57828626870043,67.9699242387506,42.52842904035319,136.70036180243397,139.40489427776265,False,False
stdm_tune_12,fpd2d_4x8_t17,51.13630572447643,50.872261390271724,101.70425965561355,42.926898308683036,163.33472206994847,188.28964208226074,False,False
stdm_tune_13,fpd2d_4x8_t17,-64.38066995673996,-62.426701674289006,164.96240339089164,72.02767510601353,274.25370025216534,355.8086624583679,True,False
stdm_tune_00_narrow,fpd2d_4x8_t17,-29.294714440831793,-19.947460522413994,87.5689213476465,44.29922211395567,170.20765266966342,170.66049443219126,True,False
stdm_tune_02_narrow,fpd2d_4x8_t17,-47.752189093812746,-38.92622443821099,110.82706628036259,44.65904204068525,220.35303146584803,204.98041444365302,True,False
stdm_tune_04_narrow,fpd2d_4x8_t17,-52.70248936422621,-43.508351603904906,123.80952197955209,56.07747287741627,247.17289770858457,249.3162459647104,True,False
stdm_tune_05_narrow,fpd2d_4x8_t17,-51.04391860363724,-50.58671577680146,136.1904744838286,49.74714620882621,210.02126959763183,253.6884951566192,True,False
