level,dx,dy,w,b,input_bits,objective,coefficients,mae,mred,rmse,max_relative,p99_relative,cost_proxy
2,12,12,14,9,23,mred,406 271 194 146,0.002984472199283557,0.0027935277091602016,0.004476864902875245,0.022136353572041884,0.013153921334665862,207
2,12,12,14,10,23,mse,813 543 389 292,0.003026599942960777,0.002830594902952622,0.004136763103358629,0.020932087997623215,0.011783426613883539,218
2,12,12,14,10,23,mred,812 543 388 292,0.0029418520328551726,0.0027592498055160897,0.004273201774457046,0.022136353572041884,0.012760484696458168,218
2,12,12,14,11,23,mse,1626 1087 777 584,0.003013907043349981,0.0028103210297522867,0.004124036785338194,0.020932087997623215,0.011540559419176005,229
2,12,12,14,11,23,mred,1623 1085 777 583,0.0028286943497043957,0.00263206985461185,0.00435817501604092,0.022738486359251214,0.01325808885018239,229
2,12,12,16,5,23,mse,25 17 12 9,0.012590297642046961,0.012106929220971807,0.015229234732908159,0.04036562854167348,0.028835203552382786,153
2,12,12,16,6,23,mse,51 34 24 18,0.008337329955089297,0.008919587778750529,0.00965294110934113,0.028216035803700096,0.021030719805174288,162
2,12,12,16,7,23,mse,102 68 49 37,0.006750617541680993,0.007088944878834895,0.007905679194057151,0.02117294111250695,0.01662986236298609,171
2,12,12,16,8,23,mse,204 136 97 73,0.0035165969499087414,0.003276612976408964,0.004802064796343241,0.02117294111250695,0.012052980476519362,180
2,12,12,16,8,23,mred,203 136 97 73,0.0033154619919711363,0.003133048699651522,0.004916276643776999,0.02597111296979858,0.014648316012884296,180
2,12,12,16,9,23,mse,407 272 195 146,0.003245796020056265,0.0030442043855526965,0.004433321051090974,0.023572027041152764,0.012353601261585013,189
2,12,12,16,10,23,mse,814 544 389 292,0.0030458500065213435,0.002841766134040493,0.004334277676979043,0.023572027041152764,0.012392598452519407,198
2,12,12,16,10,23,mred,813 544 389 292,0.003024330957332216,0.00282828304928302,0.004445557824359093,0.02477157000547567,0.013424879355118104,198
2,12,12,16,11,23,mse,1628 1088 778 584,0.0030458500065213435,0.002841766134040493,0.004334277676979043,0.023572027041152764,0.012392598452519407,207
2,12,12,16,11,23,mred,1627 1087 778 584,0.0030039859544771603,0.0028104597993792563,0.004411633081181472,0.02417179852331422,0.012974477019892718,207
2,12,12,18,5,23,mse,26 17 12 9,0.01474019097728163,0.014714110135645013,0.016855626366587974,0.04304914695916636,0.029692574786643815,143
2,12,12,18,6,23,mse,51 34 24 18,0.011907154397948814,0.012746665894647078,0.013601047104968081,0.04429484014134537,0.030303144570921578,150
2,12,12,18,7,23,mse,102 68 49 37,0.006901822995005356,0.006846694580284213,0.008683036043322533,0.04429484014134537,0.021541482879648983,157
2,12,12,18,8,23,mse,205 137 98 73,0.005323401035312919,0.005197559190786289,0.0068403898920559305,0.03961001092635196,0.016855515003896215,164
2,12,12,18,9,23,mse,410 274 196 147,0.005123449388316486,0.004897722894428826,0.006681180236291872,0.03961001092635196,0.015531750557076588,171
2,12,12,18,10,23,mse,820 547 391 293,0.004848331268020702,0.004666529051697227,0.00644322388525838,0.03961001092635196,0.016948975458552454,178
2,12,12,18,10,23,mred,819 547 391 293,0.004831468476482834,0.004665444904557482,0.006444698848489946,0.040781218230100315,0.017257560547180337,178
2,12,12,18,11,23,mse,1639 1094 782 587,0.00483935380331173,0.00465301865831564,0.006426771553500404,0.04019561457822614,0.017247436992928578,185
2,12,12,20,5,23,mse,26 17 12 9,0.03031479591488405,0.031479183835288874,0.03450918430828586,0.11985660167349706,0.07709115368389569,133
2,12,12,20,6,23,mse,53 35 25 19,0.01890000308694737,0.01834518477953781,0.023450441864192775,0.10293076709029508,0.049006188234146104,138
2,12,12,20,7,23,mse,105 70 50 37,0.017014709716868484,0.016569124112848332,0.021513244653211375,0.11139368438189608,0.05555925146521949,143
2,12,12,20,8,23,mse,210 140 100 75,0.01691028353976846,0.016322643153574123,0.021474440546071172,0.11139368438189608,0.055112377751627056,148
2,12,12,20,9,23,mse,421 279 199 149,0.0166198204326902,0.016125190471104587,0.021176847599610173,0.10927795505899582,0.05518694950836791,153
2,12,12,20,10,23,mse,841 559 398 298,0.016609529853708012,0.016112012701215334,0.021161955722793262,0.11033581972044595,0.055273832865752034,158
2,12,12,20,11,23,mse,1682 1117 797 596,0.01661238032290377,0.016109226005317685,0.02115675629087754,0.11033581972044595,0.05525551435791459,163
2,12,12,20,11,23,mred,1682 1118 797 597,0.01661894186483623,0.01609251641402409,0.02116677271666926,0.11033581972044595,0.05492771315378739,163
2,12,14,12,5,23,mse,25 17 12 9,0.011059614329352645,0.010621173110745378,0.013149282798541124,0.0346984964267621,0.02549540862558013,161
2,12,14,12,6,23,mse,51 34 24 18,0.008229394170721611,0.00852225403214069,0.009187627737816853,0.024597302053458794,0.018695057784970298,174
2,12,14,12,7,23,mse,101 68 49 36,0.007266664980215632,0.007595569607961606,0.008545597935655186,0.025045481391029724,0.018610270932781645,187
2,12,14,12,8,23,mse,203 136 97 73,0.0032556395989250956,0.0030541859303108744,0.0043186373631578755,0.020218973873163532,0.011367933395112781,200
2,12,14,12,9,23,mse,406 271 194 146,0.002995728479508379,0.002811626157001609,0.004259013568114907,0.020218973873163532,0.012091983291070384,213
2,12,14,12,9,23,mred,405 271 194 146,0.002953838938617115,0.0027749073514904913,0.004556227902227191,0.022632227632096626,0.013766897441543722,213
2,12,14,12,10,23,mse,812 543 388 292,0.0030544711896613504,0.0028700400222953955,0.0041641426515835215,0.020218973873163532,0.011549919059806592,226
2,12,14,12,10,23,mred,811 542 388 292,0.002940573252854482,0.0027677588112512467,0.00432963701242914,0.02142560075263008,0.01297995937545549,226
2,12,14,12,11,23,mse,1624 1086 777 583,0.0029655652767272473,0.002759224735632529,0.004094641944241772,0.020218973873163532,0.011377147650575018,239
2,12,14,12,11,23,mred,1621 1084 776 583,0.0028224239209941474,0.0026251848968977688,0.004393403072595228,0.022028914192363355,0.013194224158545455,239
2,12,14,14,5,23,mse,25 17 12 9,0.011276240259798948,0.010834129603815256,0.013442120538851887,0.0346984964267621,0.02589170365262942,151
2,12,14,14,6,23,mse,51 34 24 18,0.008216616893576592,0.008556455139954613,0.009210199031728759,0.025233572567448712,0.018966958506082477,162
2,12,14,14,7,23,mse,102 68 49 36,0.007536915184223892,0.0078036807345608005,0.008459098214229825,0.021093615273425723,0.018059232217434752,173
2,12,14,14,7,23,mred,101 68 49 36,0.007330605754089616,0.00764107281408559,0.008631556906742444,0.025045481391029724,0.01883981325549825,173
2,12,14,14,8,23,mse,203 136 97 73,0.003172959971942249,0.002975545811676427,0.004295244674168537,0.020218973873163532,0.011894461328930253,184
2,12,14,14,9,23,mse,406 272 194 146,0.003172959971942249,0.002975545811676427,0.004295244674168537,0.020218973873163532,0.011894461328930253,195
2,12,14,14,9,23,mred,406 271 194 146,0.002971965206156008,0.0027877946780008427,0.004324317907747947,0.020218973873163532,0.012658508293314106,195
2,12,14,14,10,23,mse,812 543 389 292,0.003092259431615821,0.0029142551724115934,0.0041612035304882345,0.020218973873163532,0.011976309789596379,206
2,12,14,14,10,23,mred,811 542 388 292,0.002941688332150536,0.0027631898384926842,0.00444646254578458,0.02142560075263008,0.013267433671592558,206
2,12,14,14,11,23,mse,1625 1086 777 583,0.0029382548456545884,0.002727636874905551,0.0041133116081618565,0.01961566043343026,0.011474433207516142,217
2,12,14,14,11,23,mred,1622 1085 777 583,0.0028332121724149294,0.002638505694303582,0.004280807558218765,0.02142560075263008,0.01314527697378756,217
2,12,14,16,5,23,mse,25 17 12 9,0.012196966977362084,0.011738351099394846,0.0147076945091432,0.04036562854167348,0.027886446879514547,141
2,12,14,16,6,23,mse,51 34 24 18,0.008275650416163627,0.008799611686485166,0.009501281051553486,0.027778654623408377,0.020371779507407706,150
2,12,14,16,7,23,mse,102 68 49 36,0.007043742691200004,0.00742242635664602,0.008150390590809383,0.02324505787722039,0.019403187498575804,159
2,12,14,16,7,23,mred,102 68 49 37,0.007052696723786252,0.007390165162043468,0.008206815464764127,0.02117294111250695,0.017054409270243574,159
2,12,14,16,8,23,mse,203 136 97 73,0.0032082024209983758,0.0030330677026343647,0.004676781452041965,0.02597111296979858,0.013975125459453511,168
2,12,14,16,9,23,mse,407 272 195 146,0.003369769237224105,0.0031627659074203907,0.0044687220434747625,0.023572027041152764,0.01185709896319671,177
2,12,14,16,9,23,mred,406 272 194 146,0.0032082024209983758,0.0030330677026343647,0.004676781452041965,0.02597111296979858,0.013975125459453511,177
2,12,14,16,10,23,mse,814 544 389 292,0.003116387957677722,0.002901809994086654,0.004312502221449329,0.023572027041152764,0.01204876731993071,186
2,12,14,16,10,23,mred,813 543 389 292,0.003002052747243108,0.00281493985494283,0.004403975885344298,0.02477157000547567,0.013410780947784707,186
2,12,14,16,11,23,mse,1627 1088 778 584,0.003074154103327069,0.00287135511800711,0.004302147193598896,0.02417179852331422,0.012446797612329245,195
2,12,14,16,11,23,mred,1625 1087 778 584,0.0030000811567351955,0.002812541977876409,0.004408034544085774,0.025371341487637127,0.013368750878785127,195
2,12,14,18,5,23,mse,26 17 12 9,0.014675883800208971,0.01457501491531399,0.016905760943647416,0.04304914695916636,0.029415592512904067,131
2,12,14,18,6,23,mse,51 34 24 18,0.011525204992823815,0.012371178702369057,0.013204117416589249,0.04429484014134537,0.02961960003555729,138
2,12,14,18,7,23,mse,102 68 49 37,0.006788607729710771,0.006781141214385989,0.008476372796233096,0.04429484014134537,0.0203335545726619,145
2,12,14,18,8,23,mse,205 137 98 73,0.005362067341737485,0.005206166170893473,0.006904828648155616,0.03961001092635196,0.015986701452832906,152
2,12,14,18,9,23,mse,409 273 195 147,0.005032845644507526,0.004899840044818571,0.006636879743915602,0.04195242553384866,0.01804406625484335,159
2,12,14,18,10,23,mse,819 547 391 293,0.0047841169999135735,0.004605795868670075,0.0063823383653266435,0.040781218230100315,0.016729147413112943,166
2,12,14,18,11,23,mse,1638 1093 782 586,0.004782095998112447,0.004610640787932457,0.006381496475811709,0.040781218230100315,0.016883686083339424,173
2,12,14,18,11,23,mred,1638 1094 782 586,0.0047841169999135735,0.004605795868670075,0.0063823383653266435,0.040781218230100315,0.016729147413112943,173
2,12,14,20,5,23,mse,26 17 12 9,0.030009026627421886,0.03117003640492878,0.034187951624689156,0.11985660167349706,0.07698397989039407,121
2,12,14,20,6,23,mse,53 35 25 19,0.019002152853798825,0.018437682126007507,0.023600011907276983,0.10293076709029508,0.04902057521292878,126
2,12,14,20,7,23,mse,105 70 50 37,0.017012739027841353,0.016555046048662887,0.021512009561247207,0.11139368438189608,0.055095109308453405,131
2,12,14,20,8,23,mse,210 140 100 75,0.01693930726602453,0.01634779114994179,0.021499394066722063,0.11139368438189608,0.05497716669041854,136
2,12,14,20,9,23,mse,420 279 199 149,0.01657704147227803,0.016099301018395833,0.02115236796882649,0.11139368438189608,0.05603694328750968,141
2,12,14,20,10,23,mse,841 558 398 298,0.016587401449996743,0.016097041715177316,0.02114612601635813,0.11033581972044595,0.05587971061260728,146
2,12,14,20,10,23,mred,841 559 398 298,0.016599542339958587,0.016091869996935196,0.02115143541393275,0.11033581972044595,0.05492771315378739,146
2,12,14,20,11,23,mse,1681 1117 796 596,0.01658318944513354,0.016091165612072644,0.02114213372214022,0.11086475205117101,0.05541918071182648,151
2,12,14,20,11,23,mred,1682 1117 796 597,0.01659315336402606,0.016080856378932543,0.021152491363025945,0.11033581972044595,0.05525551435791459,151
2,12,16,12,5,23,mse,25 17 12 9,0.009833513644802847,0.009458628725512785,0.01157075850265123,0.0346984964267621,0.023527429470517197,149
2,12,16,12,6,23,mse,51 34 24 18,0.008579802637651053,0.008544976735458003,0.009649302334499737,0.024597302053458794,0.017589282840568977,162
2,12,16,12,7,23,mse,101 68 48 36,0.0071916184223274286,0.007497890888669659,0.008260641423944583,0.025045481391029724,0.017985454030161066,175
2,12,16,12,8,23,mse,202 135 97 73,0.0037042143918067758,0.003512306576554061,0.005232173811944869,0.025045481391029724,0.014628322256566437,188
2,12,16,12,9,23,mse,405 271 194 146,0.0035623061783355693,0.003401441653192201,0.004657459484166212,0.022632227632096626,0.012018254915291989,201
2,12,16,12,9,23,mred,404 271 194 146,0.0035503140703655647,0.003385750012105289,0.004894896244526949,0.025045481391029724,0.013774208884897698,201
2,12,16,12,10,23,mse,810 542 388 291,0.0032769527525799745,0.0030511739256291045,0.0045113364412116014,0.022632227632096626,0.012018254915291989,214
2,12,16,12,10,23,mred,809 541 388 291,0.003198277429999535,0.002978036878997581,0.004629023478398498,0.023838854511563173,0.013388189225968612,214
2,12,16,12,11,23,mse,1620 1084 776 582,0.0032769527525799745,0.0030511739256291045,0.0045113364412116014,0.022632227632096626,0.012018254915291989,227
2,12,16,12,11,23,mred,1618 1083 775 582,0.0031479665756761724,0.0029299379532418484,0.004569000862666062,0.023838854511563173,0.012999417059227027,227
2,12,16,14,5,23,mse,25 17 12 9,0.010030223896886849,0.009651523070757218,0.01182846503590506,0.0346984964267621,0.02405850979725789,139
2,12,16,14,6,23,mse,51 34 24 18,0.008530894113671134,0.00854760272980784,0.009576655933699885,0.025233572567448712,0.01785105466229593,150
2,12,16,14,7,23,mse,101 68 48 36,0.007288410871621576,0.007612626138704131,0.008401891306924742,0.025233572567448712,0.018241228944242144,161
2,12,16,14,8,23,mse,203 135 97 73,0.003952686385284135,0.003693530771663427,0.005298438647634008,0.022993635614021714,0.012784093932579116,172
2,12,16,14,8,23,mred,202 135 97 73,0.0037476941546812255,0.003531775621387237,0.005368271839904691,0.025045481391029724,0.014968981932071345,172
2,12,16,14,9,23,mse,405 271 194 146,0.003463450080056907,0.0032966302899481202,0.004628301855252861,0.022632227632096626,0.012188337321086836,183
2,12,16,14,10,23,mse,810 542 388 291,0.0032246251084906167,0.0030060647521572936,0.0045144007601760645,0.022632227632096626,0.012188337321086836,194
2,12,16,14,10,23,mred,809 542 388 291,0.0032009648362813074,0.002985554043495792,0.004612223978645345,0.023838854511563173,0.013235112357195223,194
2,12,16,14,11,23,mse,1620 1084 776 582,0.0032246251084906167,0.0030060647521572936,0.0045144007601760645,0.022632227632096626,0.012188337321086836,205
2,12,16,14,11,23,mred,1618 1083 775 582,0.003169474593661133,0.0029524541475565284,0.004661509151630393,0.023838854511563173,0.013235112357195223,205
2,12,16,16,5,23,mse,25 17 12 9,0.010841881501632013,0.010451100229682188,0.012942166220424565,0.04036562854167348,0.02549223469440122,129
2,12,16,16,6,23,mse,51 34 24 18,0.008408443679763636,0.008630644671105189,0.009490438466004414,0.027778654623408377,0.019193647051307765,138
2,12,16,16,7,23,mse,101 68 49 36,0.007425077109470678,0.007730281715976821,0.008716267228492728,0.030769284827090213,0.018695919914520628,147
2,12,16,16,8,23,mse,203 136 97 73,0.003704039902039174,0.003468145575817246,0.004929329582308249,0.02597111296979858,0.011929111903032365,156
2,12,16,16,9,23,mse,406 271 194 146,0.0034887313650458192,0.0032732365171236595,0.004818021661411416,0.02597111296979858,0.012985153619807706,165
2,12,16,16,9,23,mred,405 271 194 146,0.003429082853019608,0.0032302291459222953,0.004943743915004298,0.028370198898444398,0.014368020646067188,165
2,12,16,16,10,23,mse,811 543 388 292,0.0034475530249449392,0.0032462352151291134,0.004754975429965528,0.02717065593412149,0.013149191705999212,174
2,12,16,16,10,23,mred,811 542 388 291,0.003393374814964117,0.003202435615688618,0.004818340043137183,0.02717065593412149,0.013730304178462535,174
2,12,16,16,11,23,mse,1623 1085 777 583,0.0033475794533951546,0.003123391572270585,0.004680127805585545,0.026570884451960035,0.01297099807488539,183
2,12,16,16,11,23,mred,1621 1085 776 583,0.003300206571376196,0.0030888261892093377,0.004757802520395176,0.027770427416282942,0.013906471604698602,183
2,12,16,18,5,23,mse,26 17 12 9,0.014526417325648142,0.014112733156071356,0.017380310332117718,0.04304914695916636,0.03162956585760128,119
2,12,16,18,6,23,mse,51 34 24 18,0.010533521385007572,0.011271944398589761,0.012145866551642914,0.04429484014134537,0.028003091076859027,126
2,12,16,18,7,23,mse,102 68 49 37,0.00709663464511999,0.007197267921731492,0.008684518546703544,0.04429484014134537,0.0203335545726619,133
2,12,16,18,8,23,mse,204 136 98 73,0.005650298005103935,0.0054844696827359655,0.007424383475938924,0.04429484014134537,0.019138334602866947,140
2,12,16,18,9,23,mse,409 273 195 146,0.005118635067168271,0.004946660032565583,0.006846322019833059,0.04195242553384866,0.01772624062831046,147
2,12,16,18,10,23,mse,817 546 390 293,0.004992016912221543,0.00479818970059244,0.006739456504115847,0.043123632837597015,0.017362028745731513,154
2,12,16,18,11,23,mse,1634 1092 780 585,0.004985040289726917,0.004801578491216114,0.006733507944922342,0.043123632837597015,0.017362028745731513,161
2,12,16,18,11,23,mred,1634 1092 780 586,0.004992016912221543,0.00479818970059244,0.006739456504115847,0.043123632837597015,0.017362028745731513,161
2,12,16,20,5,23,mse,26 17 12 9,0.028546744439619246,0.029650836561251413,0.032678098032908,0.11985660167349706,0.07393167044160544,109
2,12,16,20,6,23,mse,52 35 25 19,0.019231856456118794,0.018885473706994643,0.023869970319563952,0.11985660167349706,0.060797207137206176,114
2,12,16,20,7,23,mse,105 70 50 37,0.017057396584876705,0.016522133877387116,0.021567651844269668,0.11139368438189608,0.05314804059841645,119
2,12,16,20,8,23,mse,210 139 99 74,0.016733616248861015,0.01638079837579378,0.02126327239380408,0.11139368438189608,0.055095109308453405,124
2,12,16,20,9,23,mse,419 279 199 149,0.016557540416684165,0.016054091257048334,0.02108301185740633,0.11350941370479632,0.05556191171400649,129
2,12,16,20,10,23,mse,839 557 397 297,0.016541089873769427,0.016104946501855472,0.021056049599223067,0.1124515490433462,0.0546815162797862,134
2,12,16,20,10,23,mred,839 558 397 298,0.01653476950288556,0.016049708153910627,0.021062671181682226,0.1124515490433462,0.0546815162797862,134
2,12,16,20,11,23,mse,1677 1115 795 595,0.016524936340176558,0.01605319090925965,0.02104013059131035,0.11298048137407125,0.05524487652038227,139
2,12,16,20,11,23,mred,1678 1116 795 596,0.01654277156907149,0.01604361570383741,0.021061563533786985,0.1124515490433462,0.0546815162797862,139
2,12,18,12,5,23,mse,25 17 12 9,0.008589840871282938,0.008009027713485242,0.011346565186905695,0.029749449086046213,0.025098216500766747,137
2,12,18,12,6,23,mse,50 34 24 18,0.008589840871282938,0.008009027713485242,0.011346565186905695,0.029749449086046213,0.025098216500766747,150
2,12,18,12,7,23,mse,100 67 48 36,0.006790135574510853,0.006345065935746809,0.008956396936744332,0.02845306279939461,0.019558866814672896,163
2,12,18,12,8,23,mse,200 134 96 72,0.006790135574510853,0.006345065935746809,0.008956396936744332,0.02845306279939461,0.019558866814672896,176
2,12,18,12,9,23,mse,401 269 193 145,0.006597701008697266,0.006166389414592456,0.008669520492730051,0.026024195456393097,0.01790994294839679,189
2,12,18,12,9,23,mred,401 268 192 145,0.006560601130820906,0.0061038135899143375,0.008718056990485744,0.026024195456393097,0.018311661486775824,189
2,12,18,12,10,23,mse,802 537 385 289,0.006393244971218723,0.005926809169363872,0.008497692361291874,0.026024195456393097,0.01797880067911949,202
2,12,18,12,11,23,mse,1603 1074 770 579,0.006383571558536796,0.0059155065959775165,0.008486852239124012,0.026631412292143476,0.01782425964090037,215
2,12,18,14,5,23,mse,25 17 12 9,0.008580621260478455,0.008006608050205791,0.01130572175344357,0.02914700557767774,0.02490695945813921,127
2,12,18,14,6,23,mse,50 34 24 18,0.008580621260478455,0.008006608050205791,0.01130572175344357,0.02914700557767774,0.02490695945813921,138
2,12,18,14,7,23,mse,100 67 48 36,0.006884532225915935,0.006439722500206378,0.009080916223131431,0.02914700557767774,0.020097795855430197,149
2,12,18,14,8,23,mse,200 134 96 72,0.006884532225915935,0.006439722500206378,0.009080916223131431,0.02914700557767774,0.020097795855430197,160
2,12,18,14,9,23,mse,401 269 193 145,0.006551963699515163,0.006110592229144517,0.008628236570510841,0.026719873091621934,0.017810254987600225,171
2,12,18,14,10,23,mse,802 537 385 289,0.006406306604426294,0.005936869284712494,0.00851520164725248,0.026719873091621934,0.017874998739731807,182
2,12,18,14,11,23,mse,1604 1075 770 579,0.006394371604466781,0.005923373267360496,0.008493719240308376,0.026719873091621934,0.01787401793157782,193
2,12,18,14,11,23,mred,1604 1074 770 579,0.006386700645772414,0.005914370714227901,0.008501115356911245,0.026719873091621934,0.017874998739731807,193
2,12,18,16,5,23,mse,25 17 12 9,0.008642645800898125,0.008100591416504328,0.011308840587799166,0.03288357000486968,0.02417062561309557,117
2,12,18,16,6,23,mse,50 34 24 18,0.008642645800898125,0.008100591416504328,0.011308840587799166,0.03288357000486968,0.02417062561309557,126
2,12,18,16,7,23,mse,100 67 48 36,0.007373723809425619,0.006937168518159393,0.00974194170530875,0.03288357000486968,0.02164338936169797,135
2,12,18,16,8,23,mse,201 135 96 72,0.0072373261551999645,0.006862535827170902,0.009315917483333274,0.02804798785489403,0.01894334294089499,144
2,12,18,16,8,23,mred,201 134 96 72,0.0071897823788047675,0.0068121634686550935,0.009352698376209084,0.02804798785489403,0.020029786399195365,144
2,12,18,16,9,23,mse,402 269 193 145,0.006484900600469964,0.006017948875423482,0.008614211074908009,0.02804798785489403,0.018265252900286952,153
2,12,18,16,10,23,mse,803 538 386 290,0.006476623898338571,0.006009060736987383,0.008596913503092789,0.029256883392387946,0.018135635664473626,162
2,12,18,16,10,23,mred,803 538 385 290,0.006475737809861628,0.0060048482783330815,0.00860844917903098,0.029256883392387946,0.018174511255777778,162
2,12,18,16,11,23,mse,1607 1076 771 579,0.006446904709580321,0.005975556319521286,0.008568571040886347,0.028652435623640986,0.01808118531587731,171
2,12,18,16,11,23,mred,1606 1075 771 579,0.006448196947266759,0.005973826418864707,0.008591010268643397,0.029256883392387946,0.01817538122988284,171
2,12,18,18,5,23,mse,25 17 12 9,0.010669727164569466,0.01027398848994392,0.013769285755386051,0.04922879947436944,0.03147183426255086,107
2,12,18,18,6,23,mse,51 34 24 18,0.010450135550839188,0.010062885558122577,0.013362843006520252,0.03386833019509426,0.02936268443660525,114
2,12,18,18,7,23,mse,101 68 48 36,0.009560258537318636,0.009423249906861064,0.011776195460793094,0.03972108746911314,0.025538663776817776,121
2,12,18,18,8,23,mse,202 135 97 73,0.007686493782995576,0.007248957039204919,0.010140306439746803,0.03972108746911314,0.02296173727338291,128
2,12,18,18,9,23,mse,404 271 194 145,0.007593467788839856,0.007162574621714962,0.010039180663357255,0.03972108746911314,0.022801291702425064,135
2,12,18,18,9,23,mred,404 270 194 145,0.007575364090350818,0.007156608649586126,0.010049572893593322,0.03972108746911314,0.023099045725719018,135
2,12,18,18,10,23,mse,808 541 387 291,0.007443302723554107,0.00698763918594765,0.009911427736389231,0.03972108746911314,0.022870346754470142,142
2,12,18,18,10,23,mred,809 541 387 291,0.007442639060244514,0.006985880096569069,0.009912444498357166,0.0385326234684561,0.02273977051010863,142
2,12,18,18,11,23,mse,1617 1082 775 582,0.007429829471416051,0.006969168180711439,0.009897514041808513,0.039126855468784624,0.022521771073481123,149
2,12,18,20,5,23,mse,26 17 12 9,0.024289351586100037,0.02492069020500645,0.02867160961737743,0.09238049963345792,0.06817954349251669,97
2,12,18,20,6,23,mse,52 35 25 18,0.021525436677684855,0.02155396311934854,0.026082996451890952,0.09238049963345792,0.06016053253411582,102
2,12,18,20,6,23,mred,52 35 25 19,0.021742737378684898,0.02139922308852124,0.026533020593542126,0.09238049963345792,0.0555903049802511,102
2,12,18,20,7,23,mse,104 69 49 37,0.01708438756265626,0.016622351995846787,0.022008712677717004,0.09238049963345792,0.05754436648224018,107
2,12,18,20,8,23,mse,208 138 99 74,0.016957270529922,0.01641177585939664,0.02185284728019225,0.09238049963345792,0.05523589710986417,112
2,12,18,20,9,23,mse,415 276 197 148,0.01688763622961479,0.016398931371222,0.021790759209280218,0.09456227727856979,0.057234202490786076,117
2,12,18,20,9,23,mred,416 277 197 148,0.016926330064084942,0.016380411258790945,0.021825986243640228,0.09238049963345792,0.0547993339101853,117
2,12,18,20,10,23,mse,831 553 395 296,0.016883466352140605,0.01634963778298549,0.02176275276643995,0.09347138845601385,0.05554101127518882,122
2,12,18,20,10,23,mred,832 553 395 296,0.01689465762542872,0.016349389202555218,0.021783787928026564,0.09238049963345792,0.055097146567929474,122
2,12,18,20,11,23,mse,1662 1105 789 591,0.01687019730245192,0.01636996280120278,0.021751986455597755,0.09347138845601385,0.05623284711291995,127
2,12,18,20,11,23,mred,1663 1106 790 592,0.016887539856890794,0.016348349865062686,0.02176941771627347,0.09292594404473588,0.055526499181766935,127
2,12,20,12,5,23,mse,24 16 12 9,0.02756705721968951,0.026421274690290243,0.034350706344038535,0.07259673107522471,0.06338953631170856,125
2,12,20,12,6,23,mse,48 33 23 18,0.026505211855554232,0.025271170701468355,0.03321879415734586,0.070785861418364,0.06060825843811828,138
2,12,20,12,6,23,mred,48 32 23 18,0.026513401541413274,0.025059757416669416,0.033293199303761484,0.06731494028741883,0.05955850609318093,138
2,12,20,12,7,23,mse,96 65 47 35,0.023447801535092516,0.021745558030199386,0.02991921246956947,0.06731494028741883,0.05374847246059052,151
2,12,20,12,8,23,mse,193 130 94 70,0.023443602474448478,0.02178686077610542,0.02984939562112651,0.0624572056014158,0.05542360795836317,164
2,12,20,12,8,23,mred,192 130 94 70,0.023447801535092516,0.021745558030199386,0.02991921246956947,0.06731494028741883,0.05374847246059052,164
2,12,20,12,9,23,mse,385 260 187 141,0.02332550542367614,0.021639585246039234,0.02966607641454426,0.06488607294441731,0.05519418109934311,177
2,12,20,12,9,23,mred,384 260 187 141,0.023342704758371798,0.021630950012637134,0.029753695798408433,0.06731494028741883,0.05374847246059052,177
2,12,20,12,10,23,mse,771 520 375 282,0.02333378798991819,0.02167438176275947,0.029657900873293837,0.06367163927291655,0.055627531903264235,190
2,12,20,12,10,23,mred,768 519 374 281,0.023340692900533963,0.021589229971872792,0.02980296185373232,0.06731494028741883,0.053666349317471156,190
2,12,20,12,11,23,mse,1541 1040 749 564,0.02332344899837373,0.02165060334927131,0.029652108535965657,0.06427885610866693,0.055415930768183685,203
2,12,20,12,11,23,mred,1536 1039 748 562,0.023331729893104468,0.02158861924764833,0.029785913412744867,0.06731494028741883,0.053666349317471156,203
2,12,20,14,5,23,mse,24 16 12 9,0.027525945209624036,0.026354489411510078,0.03434283548338154,0.07259673107522471,0.06306948510588264,115
2,12,20,14,6,23,mse,48 33 23 18,0.02647135023616666,0.025224267635088296,0.03319657737668145,0.06975724867924935,0.060606803969116704,126
2,12,20,14,6,23,mred,48 32 23 18,0.026545638814216017,0.02507500616938866,0.033365155164768075,0.06798112535457063,0.05967434726536778,126
2,12,20,14,7,23,mse,96 65 47 35,0.023455372190908725,0.021745248810687325,0.029943053216616777,0.06798112535457063,0.053648065444096706,137
2,12,20,14,8,23,mse,193 130 94 70,0.023443174762226942,0.021779883005608843,0.029841722808357094,0.06312686038245902,0.055373728447599045,148
2,12,20,14,8,23,mred,192 130 94 70,0.023455372190908725,0.021745248810687325,0.029943053216616777,0.06798112535457063,0.053648065444096706,148
2,12,20,14,9,23,mse,385 260 187 141,0.023325455400462942,0.021629132552205457,0.029675854515560776,0.06555399286851482,0.0548008424680062,159
2,12,20,14,9,23,mred,384 260 187 141,0.02334634579119879,0.021623575767634393,0.029779234294903,0.06798112535457063,0.053648065444096706,159
2,12,20,14,10,23,mse,771 520 375 282,0.023328107955798656,0.02165811234034656,0.029654148384802886,0.06434042662548692,0.05561925075567086,170
2,12,20,14,10,23,mred,768 520 374 281,0.023334869331920707,0.021591132630253532,0.029808815726490183,0.06798112535457063,0.053648065444096706,170
2,12,20,14,11,23,mse,1542 1041 749 564,0.023317260254248788,0.021647557847589788,0.029651142786441168,0.06434042662548692,0.05561925075567086,181
2,12,20,14,11,23,mred,1537 1039 748 562,0.02333472994485126,0.021589756037915367,0.029783920240119183,0.06737434223305667,0.053642242780686696,181
