top,dataset,count,mae,mred,rmse,max_relative,p99_relative
stdm_tune_06_narrow,grid_low,65536,0.042375400409134935,0.042687880610981006,0.056713201659239175,0.30990821055133083,0.2085666771891206
stdm_tune_06_narrow,grid_high,65536,0.04220861100109798,0.042651578299805246,0.05629865528724562,0.31115811333691396,0.2098634486431315
stdm_tune_06_narrow,signed,2000,1408178.5490524718,0.04372829983024924,16763939.97876627,0.30662845557711776,0.22510454430328766
stdm_tune_06_narrow,cell_boundaries,2304,0.04407642290401415,0.04391105951982194,0.05971763454793921,0.2797852850344344,0.20616332335522727
stdm_tune_06_narrow,diagonal,8414,0.037109375,0.037109375,0.037109375,0.037109375,0.037109375
stdm_tune_06_narrow,independent_200k,200000,0.042283692880445894,0.04256774056078621,0.05648940345921353,0.3115064227694333,0.20851112608357208
stdm_tune_10_narrow,random_200k,200000,0.011393409298951903,0.010773303287989111,0.016165459704662467,0.0915832873823356,0.04915239002495803
stdm_tune_10_narrow,grid_low,65536,0.011353507805885156,0.01072723717596798,0.016204242131415046,0.08888381186162453,0.04927298594725867
stdm_tune_10_narrow,grid_high,65536,0.011373436753745443,0.010778381160710827,0.016069474806586704,0.09003935856964732,0.049624946948377636
stdm_tune_10_narrow,signed,2000,620096.1783366114,0.01115864559355656,9125523.363230437,0.0842524842001372,0.04967093952475421
stdm_tune_10_narrow,cell_boundaries,2304,0.012153416589345049,0.011353282401916992,0.01770496209794316,0.08053607135295898,0.05151383808550093
stdm_tune_10_narrow,diagonal,8414,0.009033203125,0.009033203125,0.009941051304444498,0.01318359375,0.01318359375
stdm_tune_10_narrow,independent_200k,200000,0.01137019228896806,0.010749147316913177,0.016142978326290094,0.0900132051331865,0.049254438857212514
stdm_tune_13_narrow,random_200k,200000,0.002352667494793465,0.002284222331948105,0.003044234072627718,0.01248952383459618,0.007173791507206458
stdm_tune_13_narrow,grid_low,65536,0.0020701290795619182,0.002005683131747553,0.0026676318970814063,0.01132404181184669,0.006126841162420388
stdm_tune_13_narrow,grid_high,65536,0.002289754718059083,0.002228611351302539,0.002966310899999737,0.010908351400882784,0.006905045586621212
stdm_tune_13_narrow,signed,2000,105344.74759040096,0.0023027541020365846,1153141.3068865181,0.011079830632113047,0.007136270523561848
stdm_tune_13_narrow,cell_boundaries,2304,0.0028876198803808833,0.0027260761904687875,0.0040600490822210065,0.014756840044322548,0.009827783530692406
stdm_tune_13_narrow,diagonal,8414,0.0022256070031160865,0.0022256070031160865,0.002804213668743984,0.00531005859375,0.00531005859375
stdm_tune_13_narrow,independent_200k,200000,0.0023456186994689093,0.0022742196478540673,0.0030370105886070465,0.012254925713961725,0.007195188413593792
stdm_tune_00_binary,random_200k,200000,0.004796667012809207,0.004534240033848713,0.006485953566426254,0.035739547376864904,0.016232399132885572
stdm_tune_00_binary,grid_low,65536,0.004673419374400997,0.004404188343138591,0.006355725942891653,0.032516891891891934,0.016004665310516402
stdm_tune_00_binary,grid_high,65536,0.0047651947151656875,0.004512713631039239,0.00642461483608609,0.03318808055664423,0.016018240039779606
stdm_tune_00_binary,signed,2000,227389.78667415472,0.0045220595888030195,2974766.235953166,0.02524381408454433,0.01606657881519119
stdm_tune_00_binary,cell_boundaries,2304,0.006322555944300073,0.005825745888246174,0.008819498972221746,0.02965656377456703,0.02044647137576848
stdm_tune_00_binary,diagonal,8414,0.0027616776053118316,0.0027616776053118316,0.00311611445320938,0.00439453125,0.00439453125
stdm_tune_00_binary,independent_200k,200000,0.004801133314710549,0.004529140030184109,0.006497967979571667,0.03479131720296139,0.016285866124265035
stdm_tune_00_csd,random_200k,200000,0.004796667012809207,0.004534240033848713,0.006485953566426254,0.035739547376864904,0.016232399132885572
stdm_tune_00_csd,grid_low,65536,0.004673419374400997,0.004404188343138591,0.006355725942891653,0.032516891891891934,0.016004665310516402
stdm_tune_00_csd,grid_high,65536,0.0047651947151656875,0.004512713631039239,0.00642461483608609,0.03318808055664423,0.016018240039779606
stdm_tune_00_csd,signed,2000,227389.78667415472,0.0045220595888030195,2974766.235953166,0.02524381408454433,0.01606657881519119
stdm_tune_00_csd,cell_boundaries,2304,0.006322555944300073,0.005825745888246174,0.008819498972221746,0.02965656377456703,0.02044647137576848
stdm_tune_00_csd,diagonal,8414,0.0027616776053118316,0.0027616776053118316,0.00311611445320938,0.00439453125,0.00439453125
stdm_tune_00_csd,independent_200k,200000,0.004801133314710549,0.004529140030184109,0.006497967979571667,0.03479131720296139,0.016285866124265035
stdm_tune_05_binary,random_200k,200000,0.003143305955365865,0.0031394912333956443,0.004003524049677696,0.0162204313196531,0.009941943107159254
stdm_tune_05_binary,grid_low,65536,0.0029018228336497504,0.002892885013365793,0.0036748975058497465,0.014194222383720981,0.008914377432330372
stdm_tune_05_binary,grid_high,65536,0.0031332294791936977,0.003153802668480584,0.003995261441859744,0.014912351479199792,0.009913349898279734
stdm_tune_05_binary,signed,2000,136442.22361743893,0.0032019853131684587,1483744.046653835,0.013241160063856451,0.009869945654656327
stdm_tune_05_binary,cell_boundaries,2304,0.003138733972223793,0.00304161819411727,0.004297788866528564,0.012529183272272279,0.01080743712265215
stdm_tune_05_binary,diagonal,8414,0.0010220015561861185,0.0010220015561861185,0.0015964462060949177,0.00390625,0.00390625
stdm_tune_05_binary,independent_200k,200000,0.003144307926747496,0.003137147606856185,0.004005687226337862,0.017138063036555864,0.010010702417461744
stdm_tune_05_csd,random_200k,200000,0.003143305955365865,0.0031394912333956443,0.004003524049677696,0.0162204313196531,0.009941943107159254
stdm_tune_05_csd,grid_low,65536,0.0029018228336497504,0.002892885013365793,0.0036748975058497465,0.014194222383720981,0.008914377432330372
stdm_tune_05_csd,grid_high,65536,0.0031332294791936977,0.003153802668480584,0.003995261441859744,0.014912351479199792,0.009913349898279734
