design,cases,mae,mred,rmse
current_L0_r18_w18,10000,0.041770060556892884,0.04198812700286405,0.0560411545465734
candidate_L0_r19_w18,10000,0.04379426290156648,0.04383403674213617,0.05792364635216035
current_L1_r16_w16,10000,0.011360603575438218,0.010698462785717788,0.016122211392234336
candidate_L1_r16_w17,10000,0.01137460627029663,0.010782653548165086,0.01660072674566406
