dataset,design,mode,count,mred_pct,rmse,signed_mean,max_re_pct,p99_re_pct,exact_fraction
diagonal,OAM_ideal_L3,MUL,200000,0.06526729373735392,0.0017485430102276542,-0.0013036020058918366,0.3905664222646671,0.29645073623763346,0.0
diagonal,OAD_ideal_L3,DIV,200000,0.0,0.0,0.0,0.0,0.0,1.0
diagonal,PLSAD_ideal_8planes,DIV,200000,0.7801002124585211,0.009815645920666654,-0.002438860804848373,3.1248152256011963,2.8717439472675363,0.0
diagonal,Mitchell_ideal,MUL,200000,3.8390817218428395,0.11189493393249482,-0.083429409969278,11.111054597077546,10.91502938517919,0.0
diagonal,Mitchell_ideal,DIV,200000,0.0,0.0,0.0,0.0,0.0,1.0
diagonal,FPD2D_unquantized_LP_2x4,DIV,200000,0.3891047532386819,0.004785295124384857,0.0011256354666444887,1.2024658430037638,1.1226608047161415,0.0
diagonal,FPD2D_unquantized_LP_2x8,DIV,200000,0.19030812324210233,0.0026444684269549103,0.00021459845677442523,0.8767860183869658,0.7956907765283205,0.0
diagonal,FPD2D_unquantized_LP_4x8,DIV,200000,0.09890491424743618,0.001237732811834989,0.0002707031832212386,0.36441161465421423,0.33124836017865067,0.0
diagonal,FPD2D_unquantized_LP_8x8,DIV,200000,0.03488246279019057,0.00037655466728182433,0.0003488246279019057,0.06592358539538878,0.06535905730665714,0.0
near_diagonal,input_mul_b3_half0,MUL,200000,8.27565159902968,0.21818125340426534,-0.1847901601683117,20.986431925555344,19.54456303437741,0.0
near_diagonal,input_div_realquot_b3_half0,DIV,200000,0.002146927216924574,0.000968361650855478,-3.228369910839718e-07,11.109905470474306,0.0015110082350578936,0.0
near_diagonal,input_div_shortquot_b3_half0,DIV,200000,0.0023540773171915855,0.001146003124961214,-2.3943175938145754e-06,12.49893188425631,0.0015110082350578936,0.0
near_diagonal,input_mul_b3_half1,MUL,200000,4.339015530209997,0.11028577280157784,-0.0011610195433117575,12.887906618202493,11.05985585165346,0.0
near_diagonal,input_div_realquot_b3_half1,DIV,200000,0.0021020180010667936,0.0009274312454871947,1.2625032588323926e-07,10.525102216990579,0.0015110082350578936,0.0
near_diagonal,input_div_shortquot_b3_half1,DIV,200000,0.0023540773171915855,0.001146003124961214,-2.3943175938145754e-06,12.49893188425631,0.0015110082350578936,0.0
near_diagonal,input_mul_b3_nearest,MUL,200000,4.324439800303388,0.11018190236469395,0.002547886706688243,12.104789840362036,10.803228949278628,0.0
near_diagonal,input_div_b3_nearest,DIV,200000,0.0023160386375404105,0.0010659206057198332,-2.014478682725665e-06,11.109834549943507,0.0015110205320401223,0.0
near_diagonal,input_mul_b5_half0,MUL,200000,2.142006396475107,0.05504271662452017,-0.046761371105811765,5.967213432194672,5.271050299062425,0.0
near_diagonal,input_div_realquot_b5_half0,DIV,200000,0.002098654693413391,0.0004867656954012223,1.5237214147539424e-07,3.028868220268182,0.00151136052096344,0.0
near_diagonal,input_div_shortquot_b5_half0,DIV,200000,0.0022947319203576624,0.0005736980596478411,-1.8083800938145755e-06,3.123873754306414,0.00151136052096344,0.0
near_diagonal,input_mul_b5_half1,MUL,200000,1.0840784381404518,0.027577275186622393,-0.00012377100815550712,3.1469302469518894,2.7137121119869874,0.0
near_diagonal,input_div_realquot_b5_half1,DIV,200000,0.0020869396794706034,0.0004811027786163536,2.695209340230448e-07,2.983639147609725,0.00151136052096344,0.0
near_diagonal,input_div_shortquot_b5_half1,DIV,200000,0.0022947319203576624,0.0005736980596478411,-1.8083800938145755e-06,3.123873754306414,0.00151136052096344,0.0
near_diagonal,input_mul_b5_nearest,MUL,200000,1.0794904424307563,0.02750322130939029,0.0002260068238757429,3.098873335538411,2.711298509164894,0.0
near_diagonal,input_div_b5_nearest,DIV,200000,0.0021524001424701455,0.0004997319735889977,-3.857235857788166e-07,3.0288461521361345,0.0015113845840815368,0.0
near_diagonal,input_mul_b7_half0,MUL,200000,0.5390215204611548,0.013750358312703076,-0.011696235607764881,1.5425848529004673,1.34560319131144,0.0
near_diagonal,input_div_realquot_b7_half0,DIV,200000,0.002092769632262056,0.0002433483847111312,1.80800385689176e-07,0.7736914827543099,0.0015135927869121223,0.0
near_diagonal,input_div_shortquot_b7_half0,DIV,200000,0.0022965725526340225,0.00028820307699416945,-1.8572082188145756e-06,0.7801100724581076,0.0015135927869121223,0.0
near_diagonal,input_mul_b7_half1,MUL,200000,0.26932020607402507,0.006867056033366464,9.056292869883507e-06,0.7803490514929784,0.6770263309788365,0.0
near_diagonal,input_div_realquot_b7_half1,DIV,200000,0.002089811679578876,0.0002426287382340676,2.1037956978959438e-07,0.7706984111894769,0.0015135927869121223,0.0
near_diagonal,input_div_shortquot_b7_half1,DIV,200000,0.0022965725526340225,0.00028820307699416945,-1.8572082188145756e-06,0.7801100724581076,0.0015135927869121223,0.0
near_diagonal,input_mul_b7_nearest,MUL,200000,0.27006239385398617,0.0068734027974186275,-1.773554672972587e-05,0.7779769713594895,0.6770729960045134,0.0
near_diagonal,input_div_b7_nearest,DIV,200000,0.0020484936236731086,0.00023892095110471492,6.251804603599908e-07,0.773685634831467,0.0015133908010423725,0.0
near_diagonal,input_mul_b9_half0,MUL,200000,0.13520966224174732,0.003437661398143707,-0.0029301960073925674,0.3879428644212852,0.33798830798280405,0.0
